Wavelength [um]	   Norm. Transmission [%]
11.785	     0.964243
11.786	     0.964257
11.787	     0.964270
11.788	     0.964281
11.789	     0.964289
11.790	     0.964296
11.791	     0.964299
11.792	     0.964300
11.793	     0.964298
11.794	     0.964295
11.795	     0.964290
11.796	     0.964283
11.797	     0.964275
11.798	     0.964264
11.799	     0.964251
11.800	     0.964236
11.801	     0.964218
11.802	     0.964197
11.803	     0.964174
11.804	     0.964147
11.805	     0.964117
11.806	     0.964083
11.807	     0.964046
11.808	     0.964007
11.809	     0.963965
11.810	     0.963921
11.811	     0.963875
11.812	     0.963826
11.813	     0.963773
11.814	     0.963717
11.815	     0.963658
11.816	     0.963594
11.817	     0.963526
11.818	     0.963455
11.819	     0.963378
11.820	     0.963297
11.821	     0.963210
11.822	     0.963121
11.823	     0.963028
11.824	     0.962931
11.825	     0.962830
11.826	     0.962726
11.827	     0.962617
11.828	     0.962504
11.829	     0.962386
11.830	     0.962264
11.831	     0.962136
11.832	     0.962004
11.833	     0.961867
11.834	     0.961724
11.835	     0.961576
11.836	     0.961423
11.837	     0.961266
11.838	     0.961104
11.839	     0.960938
11.840	     0.960766
11.841	     0.960590
11.842	     0.960409
11.843	     0.960223
11.844	     0.960032
11.845	     0.959836
11.846	     0.959635
11.847	     0.959428
11.848	     0.959217
11.849	     0.958999
11.850	     0.958776
11.851	     0.958547
11.852	     0.958312
11.853	     0.958072
11.854	     0.957827
11.855	     0.957578
11.856	     0.957323
11.857	     0.957065
11.858	     0.956802
11.859	     0.956535
11.860	     0.956265
11.861	     0.955992
11.862	     0.955715
11.863	     0.955435
11.864	     0.955150
11.865	     0.954859
11.866	     0.954563
11.867	     0.954263
11.868	     0.953959
11.869	     0.953651
11.870	     0.953341
11.871	     0.953028
11.872	     0.952713
11.873	     0.952396
11.874	     0.952079
11.875	     0.951761
11.876	     0.951443
11.877	     0.951125
11.878	     0.950803
11.879	     0.950478
11.880	     0.950149
11.881	     0.949818
11.882	     0.949486
11.883	     0.949152
11.884	     0.948818
11.885	     0.948484
11.886	     0.948152
11.887	     0.947821
11.888	     0.947492
11.889	     0.947166
11.890	     0.946844
11.891	     0.946526
11.892	     0.946208
11.893	     0.945890
11.894	     0.945572
11.895	     0.945255
11.896	     0.944939
11.897	     0.944626
11.898	     0.944315
11.899	     0.944007
11.900	     0.943702
11.901	     0.943401
11.902	     0.943105
11.903	     0.942814
11.904	     0.942528
11.905	     0.942249
11.906	     0.941973
11.907	     0.941701
11.908	     0.941432
11.909	     0.941168
11.910	     0.940907
11.911	     0.940650
11.912	     0.940397
11.913	     0.940149
11.914	     0.939905
11.915	     0.939667
11.916	     0.939433
11.917	     0.939204
11.918	     0.938981
11.919	     0.938763
11.920	     0.938551
11.921	     0.938345
11.922	     0.938145
11.923	     0.937950
11.924	     0.937759
11.925	     0.937574
11.926	     0.937393
11.927	     0.937216
11.928	     0.937043
11.929	     0.936874
11.930	     0.936708
11.931	     0.936545
11.932	     0.936385
11.933	     0.936227
11.934	     0.936073
11.935	     0.935925
11.936	     0.935781
11.937	     0.935642
11.938	     0.935507
11.939	     0.935376
11.940	     0.935247
11.941	     0.935121
11.942	     0.934996
11.943	     0.934873
11.944	     0.934751
11.945	     0.934629
11.946	     0.934507
11.947	     0.934384
11.948	     0.934261
11.949	     0.934140
11.950	     0.934022
11.951	     0.933906
11.952	     0.933791
11.953	     0.933678
11.954	     0.933565
11.955	     0.933453
11.956	     0.933339
11.957	     0.933225
11.958	     0.933110
11.959	     0.932992
11.960	     0.932873
11.961	     0.932750
11.962	     0.932624
11.963	     0.932497
11.964	     0.932369
11.965	     0.932240
11.966	     0.932110
11.967	     0.931979
11.968	     0.931847
11.969	     0.931712
11.970	     0.931576
11.971	     0.931438
11.972	     0.931297
11.973	     0.931154
11.974	     0.931007
11.975	     0.930858
11.976	     0.930706
11.977	     0.930550
11.978	     0.930392
11.979	     0.930231
11.980	     0.930067
11.981	     0.929901
11.982	     0.929733
11.983	     0.929562
11.984	     0.929389
11.985	     0.929214
11.986	     0.929036
11.987	     0.928857
11.988	     0.928675
11.989	     0.928491
11.990	     0.928305
11.991	     0.928117
11.992	     0.927926
11.993	     0.927733
11.994	     0.927537
11.995	     0.927338
11.996	     0.927138
11.997	     0.926935
11.998	     0.926730
11.999	     0.926524
12.000	     0.926316
12.001	     0.926107
12.002	     0.925896
12.003	     0.925685
12.004	     0.925472
12.005	     0.925259
12.006	     0.925044
12.007	     0.924827
12.008	     0.924609
12.009	     0.924388
12.010	     0.924167
12.011	     0.923944
12.012	     0.923719
12.013	     0.923494
12.014	     0.923268
12.015	     0.923041
12.016	     0.922813
12.017	     0.922585
12.018	     0.922357
12.019	     0.922128
12.020	     0.921899
12.021	     0.921669
12.022	     0.921438
12.023	     0.921205
12.024	     0.920973
12.025	     0.920739
12.026	     0.920505
12.027	     0.920270
12.028	     0.920035
12.029	     0.919799
12.030	     0.919563
12.031	     0.919328
12.032	     0.919092
12.033	     0.918856
12.034	     0.918620
12.035	     0.918384
12.036	     0.918147
12.037	     0.917910
12.038	     0.917672
12.039	     0.917434
12.040	     0.917196
12.041	     0.916957
12.042	     0.916719
12.043	     0.916481
12.044	     0.916243
12.045	     0.916006
12.046	     0.915769
12.047	     0.915533
12.048	     0.915297
12.049	     0.915062
12.050	     0.914827
12.051	     0.914592
12.052	     0.914357
12.053	     0.914123
12.054	     0.913888
12.055	     0.913654
12.056	     0.913421
12.057	     0.913188
12.058	     0.912956
12.059	     0.912725
12.060	     0.912495
12.061	     0.912266
12.062	     0.912038
12.063	     0.911812
12.064	     0.911586
12.065	     0.911361
12.066	     0.911137
12.067	     0.910913
12.068	     0.910690
12.069	     0.910468
12.070	     0.910247
12.071	     0.910027
12.072	     0.909808
12.073	     0.909590
12.074	     0.909374
12.075	     0.909159
12.076	     0.908946
12.077	     0.908734
12.078	     0.908523
12.079	     0.908314
12.080	     0.908106
12.081	     0.907899
12.082	     0.907694
12.083	     0.907490
12.084	     0.907287
12.085	     0.907085
12.086	     0.906884
12.087	     0.906686
12.088	     0.906488
12.089	     0.906292
12.090	     0.906097
12.091	     0.905904
12.092	     0.905712
12.093	     0.905522
12.094	     0.905333
12.095	     0.905145
12.096	     0.904959
12.097	     0.904774
12.098	     0.904591
12.099	     0.904408
12.100	     0.904228
12.101	     0.904049
12.102	     0.903871
12.103	     0.903695
12.104	     0.903520
12.105	     0.903348
12.106	     0.903176
12.107	     0.903007
12.108	     0.902839
12.109	     0.902672
12.110	     0.902507
12.111	     0.902344
12.112	     0.902182
12.113	     0.902022
12.114	     0.901863
12.115	     0.901705
12.116	     0.901550
12.117	     0.901395
12.118	     0.901243
12.119	     0.901092
12.120	     0.900942
12.121	     0.900794
12.122	     0.900647
12.123	     0.900502
12.124	     0.900358
12.125	     0.900216
12.126	     0.900074
12.127	     0.899935
12.128	     0.899797
12.129	     0.899661
12.130	     0.899526
12.131	     0.899393
12.132	     0.899262
12.133	     0.899133
12.134	     0.899006
12.135	     0.898880
12.136	     0.898757
12.137	     0.898636
12.138	     0.898516
12.139	     0.898398
12.140	     0.898282
12.141	     0.898168
12.142	     0.898056
12.143	     0.897945
12.144	     0.897836
12.145	     0.897729
12.146	     0.897624
12.147	     0.897521
12.148	     0.897420
12.149	     0.897320
12.150	     0.897223
12.151	     0.897127
12.152	     0.897033
12.153	     0.896940
12.154	     0.896849
12.155	     0.896760
12.156	     0.896673
12.157	     0.896587
12.158	     0.896504
12.159	     0.896422
12.160	     0.896343
12.161	     0.896266
12.162	     0.896191
12.163	     0.896119
12.164	     0.896050
12.165	     0.895983
12.166	     0.895919
12.167	     0.895857
12.168	     0.895797
12.169	     0.895740
12.170	     0.895686
12.171	     0.895634
12.172	     0.895584
12.173	     0.895536
12.174	     0.895490
12.175	     0.895447
12.176	     0.895406
12.177	     0.895367
12.178	     0.895331
12.179	     0.895296
12.180	     0.895264
12.181	     0.895233
12.182	     0.895204
12.183	     0.895177
12.184	     0.895152
12.185	     0.895129
12.186	     0.895108
12.187	     0.895090
12.188	     0.895074
12.189	     0.895060
12.190	     0.895049
12.191	     0.895041
12.192	     0.895035
12.193	     0.895033
12.194	     0.895034
12.195	     0.895038
12.196	     0.895045
12.197	     0.895055
12.198	     0.895069
12.199	     0.895085
12.200	     0.895104
12.201	     0.895126
12.202	     0.895151
12.203	     0.895178
12.204	     0.895208
12.205	     0.895240
12.206	     0.895274
12.207	     0.895311
12.208	     0.895349
12.209	     0.895390
12.210	     0.895432
12.211	     0.895477
12.212	     0.895523
12.213	     0.895572
12.214	     0.895624
12.215	     0.895677
12.216	     0.895733
12.217	     0.895791
12.218	     0.895851
12.219	     0.895914
12.220	     0.895978
12.221	     0.896045
12.222	     0.896115
12.223	     0.896186
12.224	     0.896260
12.225	     0.896336
12.226	     0.896415
12.227	     0.896498
12.228	     0.896585
12.229	     0.896675
12.230	     0.896767
12.231	     0.896862
12.232	     0.896958
12.233	     0.897056
12.234	     0.897155
12.235	     0.897254
12.236	     0.897353
12.237	     0.897452
12.238	     0.897551
12.239	     0.897648
12.240	     0.897743
12.241	     0.897839
12.242	     0.897936
12.243	     0.898033
12.244	     0.898131
12.245	     0.898230
12.246	     0.898329
12.247	     0.898427
12.248	     0.898525
12.249	     0.898623
12.250	     0.898719
12.251	     0.898815
12.252	     0.898909
12.253	     0.899002
12.254	     0.899093
12.255	     0.899181
12.256	     0.899270
12.257	     0.899360
12.258	     0.899450
12.259	     0.899541
12.260	     0.899631
12.261	     0.899720
12.262	     0.899807
12.263	     0.899892
12.264	     0.899974
12.265	     0.900053
12.266	     0.900127
12.267	     0.900197
12.268	     0.900261
12.269	     0.900320
12.270	     0.900372
12.271	     0.900420
12.272	     0.900465
12.273	     0.900507
12.274	     0.900545
12.275	     0.900580
12.276	     0.900610
12.277	     0.900636
12.278	     0.900658
12.279	     0.900675
12.280	     0.900686
12.281	     0.900692
12.282	     0.900692
12.283	     0.900686
12.284	     0.900674
12.285	     0.900654
12.286	     0.900630
12.287	     0.900604
12.288	     0.900575
12.289	     0.900541
12.290	     0.900503
12.291	     0.900459
12.292	     0.900409
12.293	     0.900352
12.294	     0.900288
12.295	     0.900215
12.296	     0.900132
12.297	     0.900040
12.298	     0.899937
12.299	     0.899822
12.300	     0.899696
12.301	     0.899559
12.302	     0.899415
12.303	     0.899264
12.304	     0.899105
12.305	     0.898938
12.306	     0.898762
12.307	     0.898575
12.308	     0.898379
12.309	     0.898171
12.310	     0.897952
12.311	     0.897720
12.312	     0.897476
12.313	     0.897219
12.314	     0.896947
12.315	     0.896661
12.316	     0.896361
12.317	     0.896054
12.318	     0.895737
12.319	     0.895411
12.320	     0.895073
12.321	     0.894724
12.322	     0.894362
12.323	     0.893985
12.324	     0.893594
12.325	     0.893187
12.326	     0.892763
12.327	     0.892320
12.328	     0.891859
12.329	     0.891377
12.330	     0.890875
12.331	     0.890352
12.332	     0.889814
12.333	     0.889261
12.334	     0.888693
12.335	     0.888108
12.336	     0.887507
12.337	     0.886888
12.338	     0.886250
12.339	     0.885593
12.340	     0.884917
12.341	     0.884219
12.342	     0.883501
12.343	     0.882760
12.344	     0.881996
12.345	     0.881208
12.346	     0.880397
12.347	     0.879566
12.348	     0.878718
12.349	     0.877850
12.350	     0.876964
12.351	     0.876056
12.352	     0.875128
12.353	     0.874177
12.354	     0.873204
12.355	     0.872207
12.356	     0.871185
12.357	     0.870138
12.358	     0.869066
12.359	     0.867966
12.360	     0.866838
12.361	     0.865683
12.362	     0.864501
12.363	     0.863296
12.364	     0.862068
12.365	     0.860815
12.366	     0.859537
12.367	     0.858235
12.368	     0.856907
12.369	     0.855554
12.370	     0.854174
12.371	     0.852767
12.372	     0.851334
12.373	     0.849873
12.374	     0.848384
12.375	     0.846866
12.376	     0.845320
12.377	     0.843746
12.378	     0.842146
12.379	     0.840521
12.380	     0.838869
12.381	     0.837190
12.382	     0.835485
12.383	     0.833752
12.384	     0.831992
12.385	     0.830204
12.386	     0.828388
12.387	     0.826543
12.388	     0.824670
12.389	     0.822767
12.390	     0.820835
12.391	     0.818874
12.392	     0.816882
12.393	     0.814861
12.394	     0.812812
12.395	     0.810734
12.396	     0.808628
12.397	     0.806493
12.398	     0.804330
12.399	     0.802138
12.400	     0.799918
12.401	     0.797669
12.402	     0.795393
12.403	     0.793088
12.404	     0.790755
12.405	     0.788393
12.406	     0.786004
12.407	     0.783587
12.408	     0.781141
12.409	     0.778665
12.410	     0.776160
12.411	     0.773627
12.412	     0.771065
12.413	     0.768475
12.414	     0.765857
12.415	     0.763212
12.416	     0.760540
12.417	     0.757840
12.418	     0.755115
12.419	     0.752363
12.420	     0.749585
12.421	     0.746782
12.422	     0.743953
12.423	     0.741099
12.424	     0.738215
12.425	     0.735301
12.426	     0.732360
12.427	     0.729391
12.428	     0.726395
12.429	     0.723373
12.430	     0.720326
12.431	     0.717255
12.432	     0.714161
12.433	     0.711043
12.434	     0.707905
12.435	     0.704745
12.436	     0.701565
12.437	     0.698365
12.438	     0.695147
12.439	     0.691905
12.440	     0.688636
12.441	     0.685341
12.442	     0.682022
12.443	     0.678680
12.444	     0.675316
12.445	     0.671932
12.446	     0.668527
12.447	     0.665105
12.448	     0.661665
12.449	     0.658209
12.450	     0.654739
12.451	     0.651255
12.452	     0.647758
12.453	     0.644251
12.454	     0.640730
12.455	     0.637187
12.456	     0.633623
12.457	     0.630040
12.458	     0.626439
12.459	     0.622822
12.460	     0.619190
12.461	     0.615544
12.462	     0.611886
12.463	     0.608218
12.464	     0.604541
12.465	     0.600856
12.466	     0.597164
12.467	     0.593468
12.468	     0.589769
12.469	     0.586068
12.470	     0.582356
12.471	     0.578630
12.472	     0.574891
12.473	     0.571141
12.474	     0.567382
12.475	     0.563614
12.476	     0.559840
12.477	     0.556060
12.478	     0.552277
12.479	     0.548492
12.480	     0.544706
12.481	     0.540922
12.482	     0.537139
12.483	     0.533361
12.484	     0.529588
12.485	     0.525820
12.486	     0.522045
12.487	     0.518265
12.488	     0.514481
12.489	     0.510695
12.490	     0.506907
12.491	     0.503119
12.492	     0.499334
12.493	     0.495551
12.494	     0.491774
12.495	     0.488003
12.496	     0.484239
12.497	     0.480485
12.498	     0.476741
12.499	     0.473009
12.500	     0.469291
12.501	     0.465581
12.502	     0.461873
12.503	     0.458169
12.504	     0.454469
12.505	     0.450775
12.506	     0.447088
12.507	     0.443410
12.508	     0.439741
12.509	     0.436083
12.510	     0.432437
12.511	     0.428804
12.512	     0.425186
12.513	     0.421583
12.514	     0.417998
12.515	     0.414431
12.516	     0.410883
12.517	     0.407346
12.518	     0.403820
12.519	     0.400305
12.520	     0.396802
12.521	     0.393312
12.522	     0.389837
12.523	     0.386375
12.524	     0.382930
12.525	     0.379501
12.526	     0.376089
12.527	     0.372696
12.528	     0.369322
12.529	     0.365968
12.530	     0.362634
12.531	     0.359323
12.532	     0.356032
12.533	     0.352758
12.534	     0.349501
12.535	     0.346260
12.536	     0.343037
12.537	     0.339832
12.538	     0.336646
12.539	     0.333478
12.540	     0.330330
12.541	     0.327202
12.542	     0.324094
12.543	     0.321006
12.544	     0.317940
12.545	     0.314896
12.546	     0.311874
12.547	     0.308874
12.548	     0.305896
12.549	     0.302937
12.550	     0.299999
12.551	     0.297080
12.552	     0.294182
12.553	     0.291305
12.554	     0.288448
12.555	     0.285612
12.556	     0.282797
12.557	     0.280003
12.558	     0.277231
12.559	     0.274480
12.560	     0.271752
12.561	     0.269045
12.562	     0.266360
12.563	     0.263697
12.564	     0.261057
12.565	     0.258438
12.566	     0.255841
12.567	     0.253266
12.568	     0.250712
12.569	     0.248179
12.570	     0.245668
12.571	     0.243178
12.572	     0.240709
12.573	     0.238262
12.574	     0.235835
12.575	     0.233429
12.576	     0.231044
12.577	     0.228680
12.578	     0.226337
12.579	     0.224014
12.580	     0.221713
12.581	     0.219434
12.582	     0.217176
12.583	     0.214940
12.584	     0.212725
12.585	     0.210530
12.586	     0.208357
12.587	     0.206203
12.588	     0.204070
12.589	     0.201957
12.590	     0.199863
12.591	     0.197789
12.592	     0.195734
12.593	     0.193698
12.594	     0.191681
12.595	     0.189683
12.596	     0.187706
12.597	     0.185750
12.598	     0.183815
12.599	     0.181900
12.600	     0.180005
12.601	     0.178130
12.602	     0.176273
12.603	     0.174435
12.604	     0.172616
12.605	     0.170814
12.606	     0.169029
12.607	     0.167261
12.608	     0.165510
12.609	     0.163774
12.610	     0.162054
12.611	     0.160351
12.612	     0.158665
12.613	     0.156998
12.614	     0.155350
12.615	     0.153719
12.616	     0.152105
12.617	     0.150509
12.618	     0.148929
12.619	     0.147365
12.620	     0.145818
12.621	     0.144287
12.622	     0.142770
12.623	     0.141269
12.624	     0.139783
12.625	     0.138311
12.626	     0.136853
12.627	     0.135410
12.628	     0.133984
12.629	     0.132575
12.630	     0.131183
12.631	     0.129807
12.632	     0.128446
12.633	     0.127100
12.634	     0.125770
12.635	     0.124453
12.636	     0.123150
12.637	     0.121861
12.638	     0.120584
12.639	     0.119321
12.640	     0.118069
12.641	     0.116828
12.642	     0.115599
12.643	     0.114382
12.644	     0.113179
12.645	     0.111990
12.646	     0.110814
12.647	     0.109652
12.648	     0.108503
12.649	     0.107367
12.650	     0.106243
12.651	     0.105131
12.652	     0.104032
12.653	     0.102944
12.654	     0.101868
12.655	     0.100803
12.656	     0.099748
12.657	     0.098705
12.658	     0.097672
12.659	     0.096650
12.660	     0.095642
12.661	     0.094647
12.662	     0.093664
12.663	     0.092694
12.664	     0.091735
12.665	     0.090787
12.666	     0.089851
12.667	     0.088924
12.668	     0.088008
12.669	     0.087101
12.670	     0.086203
12.671	     0.085314
12.672	     0.084433
12.673	     0.083559
12.674	     0.082693
12.675	     0.081835
12.676	     0.080986
12.677	     0.080147
12.678	     0.079318
12.679	     0.078497
12.680	     0.077686
12.681	     0.076883
12.682	     0.076090
12.683	     0.075305
12.684	     0.074529
12.685	     0.073761
12.686	     0.073002
12.687	     0.072250
12.688	     0.071507
12.689	     0.070772
12.690	     0.070044
12.691	     0.069324
12.692	     0.068614
12.693	     0.067914
12.694	     0.067223
12.695	     0.066540
12.696	     0.065867
12.697	     0.065201
12.698	     0.064543
12.699	     0.063893
12.700	     0.063249
12.701	     0.062613
12.702	     0.061983
12.703	     0.061358
12.704	     0.060740
12.705	     0.060126
12.706	     0.059518
12.707	     0.058914
12.708	     0.058317
12.709	     0.057726
12.710	     0.057142
12.711	     0.056564
12.712	     0.055992
12.713	     0.055427
12.714	     0.054867
12.715	     0.054314
12.716	     0.053768
12.717	     0.053227
12.718	     0.052692
12.719	     0.052163
12.720	     0.051640
12.721	     0.051122
12.722	     0.050611
12.723	     0.050105
12.724	     0.049606
12.725	     0.049114
12.726	     0.048630
12.727	     0.048152
12.728	     0.047680
12.729	     0.047214
12.730	     0.046754
12.731	     0.046299
12.732	     0.045849
12.733	     0.045403
12.734	     0.044962
12.735	     0.044525
12.736	     0.044092
12.737	     0.043662
12.738	     0.043235
12.739	     0.042810
12.740	     0.042390
12.741	     0.041973
12.742	     0.041560
12.743	     0.041152
12.744	     0.040748
12.745	     0.040348
12.746	     0.039952
12.747	     0.039560
12.748	     0.039172
12.749	     0.038789
12.750	     0.038410
12.751	     0.038034
12.752	     0.037664
12.753	     0.037297
12.754	     0.036934
12.755	     0.036576
12.756	     0.036222
12.757	     0.035873
12.758	     0.035530
12.759	     0.035191
12.760	     0.034857
12.761	     0.034527
12.762	     0.034200
12.763	     0.033878
12.764	     0.033560
12.765	     0.033244
12.766	     0.032932
12.767	     0.032623
12.768	     0.032316
12.769	     0.032012
12.770	     0.031710
12.771	     0.031410
12.772	     0.031112
12.773	     0.030816
12.774	     0.030524
12.775	     0.030234
12.776	     0.029947
12.777	     0.029663
12.778	     0.029382
12.779	     0.029104
12.780	     0.028829
12.781	     0.028556
12.782	     0.028287
12.783	     0.028020
12.784	     0.027757
12.785	     0.027497
12.786	     0.027239
12.787	     0.026985
12.788	     0.026734
12.789	     0.026487
12.790	     0.026243
12.791	     0.026003
12.792	     0.025766
12.793	     0.025532
12.794	     0.025301
12.795	     0.025074
12.796	     0.024848
12.797	     0.024626
12.798	     0.024405
12.799	     0.024187
12.800	     0.023971
12.801	     0.023756
12.802	     0.023543
12.803	     0.023332
12.804	     0.023121
12.805	     0.022912
12.806	     0.022705
12.807	     0.022500
12.808	     0.022297
12.809	     0.022096
12.810	     0.021897
12.811	     0.021700
12.812	     0.021505
12.813	     0.021312
12.814	     0.021121
12.815	     0.020932
12.816	     0.020745
12.817	     0.020560
12.818	     0.020378
12.819	     0.020197
12.820	     0.020019
12.821	     0.019843
12.822	     0.019670
12.823	     0.019499
12.824	     0.019330
12.825	     0.019164
12.826	     0.019000
12.827	     0.018839
12.828	     0.018679
12.829	     0.018521
12.830	     0.018365
12.831	     0.018210
12.832	     0.018057
12.833	     0.017905
12.834	     0.017755
12.835	     0.017605
12.836	     0.017457
12.837	     0.017309
12.838	     0.017163
12.839	     0.017018
12.840	     0.016875
12.841	     0.016733
12.842	     0.016592
12.843	     0.016453
12.844	     0.016316
12.845	     0.016179
12.846	     0.016045
12.847	     0.015911
12.848	     0.015779
12.849	     0.015648
12.850	     0.015519
12.851	     0.015391
12.852	     0.015265
12.853	     0.015140
12.854	     0.015016
12.855	     0.014894
12.856	     0.014774
12.857	     0.014655
12.858	     0.014538
12.859	     0.014423
12.860	     0.014309
12.861	     0.014196
12.862	     0.014084
12.863	     0.013974
12.864	     0.013864
12.865	     0.013756
12.866	     0.013648
12.867	     0.013541
12.868	     0.013435
12.869	     0.013330
12.870	     0.013225
12.871	     0.013120
12.872	     0.013017
12.873	     0.012914
12.874	     0.012813
12.875	     0.012712
12.876	     0.012612
12.877	     0.012513
12.878	     0.012415
12.879	     0.012318
12.880	     0.012222
12.881	     0.012126
12.882	     0.012032
12.883	     0.011938
12.884	     0.011845
12.885	     0.011753
12.886	     0.011662
12.887	     0.011572
12.888	     0.011482
12.889	     0.011394
12.890	     0.011306
12.891	     0.011220
12.892	     0.011135
12.893	     0.011050
12.894	     0.010966
12.895	     0.010883
12.896	     0.010800
12.897	     0.010719
12.898	     0.010638
12.899	     0.010557
12.900	     0.010477
12.901	     0.010398
12.902	     0.010319
12.903	     0.010240
12.904	     0.010162
12.905	     0.010084
12.906	     0.010007
12.907	     0.009931
12.908	     0.009855
12.909	     0.009780
12.910	     0.009706
12.911	     0.009632
12.912	     0.009558
12.913	     0.009486
12.914	     0.009413
12.915	     0.009342
12.916	     0.009271
12.917	     0.009200
12.918	     0.009130
12.919	     0.009060
12.920	     0.008991
12.921	     0.008922
12.922	     0.008854
12.923	     0.008787
12.924	     0.008721
12.925	     0.008655
12.926	     0.008589
12.927	     0.008524
12.928	     0.008460
12.929	     0.008396
12.930	     0.008332
12.931	     0.008269
12.932	     0.008206
12.933	     0.008143
12.934	     0.008081
12.935	     0.008019
12.936	     0.007957
12.937	     0.007895
12.938	     0.007834
12.939	     0.007772
12.940	     0.007712
12.941	     0.007652
12.942	     0.007592
12.943	     0.007532
12.944	     0.007473
12.945	     0.007414
12.946	     0.007355
12.947	     0.007297
12.948	     0.007238
12.949	     0.007181
12.950	     0.007123
12.951	     0.007065
12.952	     0.007008
12.953	     0.006951
12.954	     0.006894
12.955	     0.006837
12.956	     0.006781
12.957	     0.006725
12.958	     0.006669
12.959	     0.006613
12.960	     0.006558
12.961	     0.006503
12.962	     0.006448
12.963	     0.006393
12.964	     0.006339
12.965	     0.006284
12.966	     0.006230
12.967	     0.006176
12.968	     0.006123
12.969	     0.006069
12.970	     0.006016
12.971	     0.005962
12.972	     0.005909
12.973	     0.005856
12.974	     0.005803
12.975	     0.005750
12.976	     0.005698
12.977	     0.005645
12.978	     0.005593
12.979	     0.005541
12.980	     0.005489
12.981	     0.005438
12.982	     0.005387
12.983	     0.005336
12.984	     0.005285
12.985	     0.005235
12.986	     0.005185
12.987	     0.005136
12.988	     0.005087
12.989	     0.005038
12.990	     0.004989
12.991	     0.004941
12.992	     0.004892
12.993	     0.004844
12.994	     0.004797
12.995	     0.004749
12.996	     0.004702
12.997	     0.004656
12.998	     0.004610
12.999	     0.004564
13.000	     0.004519
13.001	     0.004474
13.002	     0.004430
13.003	     0.004386
13.004	     0.004343
13.005	     0.004301
13.006	     0.004259
13.007	     0.004217
13.008	     0.004176
13.009	     0.004136
13.010	     0.004095
13.011	     0.004055
13.012	     0.004016
13.013	     0.003977
13.014	     0.003939
13.015	     0.003901
13.016	     0.003864
13.017	     0.003828
13.018	     0.003792
13.019	     0.003756
13.020	     0.003721
13.021	     0.003687
13.022	     0.003653
13.023	     0.003620
13.024	     0.003588
13.025	     0.003556
13.026	     0.003525
13.027	     0.003494
13.028	     0.003464
13.029	     0.003434
13.030	     0.003405
13.031	     0.003377
13.032	     0.003349
13.033	     0.003321
13.034	     0.003294
13.035	     0.003267
13.036	     0.003241
13.037	     0.003215
13.038	     0.003190
13.039	     0.003165
13.040	     0.003141
13.041	     0.003117
13.042	     0.003095
13.043	     0.003072
13.044	     0.003050
13.045	     0.003029
13.046	     0.003008
13.047	     0.002987
13.048	     0.002967
13.049	     0.002947
13.050	     0.002928
13.051	     0.002908
13.052	     0.002889
13.053	     0.002870
13.054	     0.002852
13.055	     0.002833
13.056	     0.002815
13.057	     0.002797
13.058	     0.002779
13.059	     0.002762
13.060	     0.002745
13.061	     0.002729
13.062	     0.002712
13.063	     0.002696
13.064	     0.002681
13.065	     0.002665
13.066	     0.002650
13.067	     0.002634
13.068	     0.002619
13.069	     0.002604
13.070	     0.002590
13.071	     0.002575
13.072	     0.002560
13.073	     0.002546
13.074	     0.002531
13.075	     0.002517
13.076	     0.002503
13.077	     0.002489
13.078	     0.002476
13.079	     0.002462
13.080	     0.002449
13.081	     0.002436
13.082	     0.002423
13.083	     0.002410
13.084	     0.002397
13.085	     0.002385
13.086	     0.002372
13.087	     0.002360
13.088	     0.002347
13.089	     0.002335
13.090	     0.002323
13.091	     0.002311
13.092	     0.002299
13.093	     0.002288
13.094	     0.002276
13.095	     0.002264
13.096	     0.002253
13.097	     0.002242
13.098	     0.002231
13.099	     0.002220
13.100	     0.002209
13.101	     0.002198
13.102	     0.002188
13.103	     0.002178
13.104	     0.002168
13.105	     0.002158
13.106	     0.002149
13.107	     0.002140
13.108	     0.002131
13.109	     0.002122
13.110	     0.002114
13.111	     0.002106
13.112	     0.002098
13.113	     0.002090
13.114	     0.002082
13.115	     0.002075
13.116	     0.002067
13.117	     0.002060
13.118	     0.002053
13.119	     0.002046
13.120	     0.002040
13.121	     0.002033
13.122	     0.002027
13.123	     0.002020
13.124	     0.002014
13.125	     0.002008
13.126	     0.002003
13.127	     0.001997
13.128	     0.001992
13.129	     0.001987
13.130	     0.001982
13.131	     0.001978
13.132	     0.001973
13.133	     0.001968
13.134	     0.001964
13.135	     0.001960
13.136	     0.001955
13.137	     0.001951
13.138	     0.001946
13.139	     0.001942
13.140	     0.001937
13.141	     0.001933
13.142	     0.001928
13.143	     0.001924
13.144	     0.001920
13.145	     0.001916
13.146	     0.001912
13.147	     0.001908
13.148	     0.001904
13.149	     0.001900
13.150	     0.001896
13.151	     0.001892
13.152	     0.001887
13.153	     0.001883
13.154	     0.001878
13.155	     0.001873
13.156	     0.001867
13.157	     0.001861
13.158	     0.001855
13.159	     0.001849
13.160	     0.001842
13.161	     0.001835
13.162	     0.001829
13.163	     0.001821
13.164	     0.001814
13.165	     0.001807
13.166	     0.001799
13.167	     0.001791
13.168	     0.001783
13.169	     0.001774
13.170	     0.001765
13.171	     0.001756
13.172	     0.001747
13.173	     0.001737
13.174	     0.001727
13.175	     0.001716
13.176	     0.001705
13.177	     0.001693
13.178	     0.001682
13.179	     0.001670
13.180	     0.001657
13.181	     0.001644
